Country,Year,Y,Ymu,Yvar,YmuMinus,YmuPlus,AE,APE,CI
GTM,2022,,-18148.57667077058,0.9736984730879351,-79902.57859470081,43605.42525315964,,,123508.0
GTM,2023,,-21250.07134408635,1.063762363354687,-85796.93918350202,43296.79649532931,,,129094.0
HND,2017,74189.0,72592.07494588969,0.01550852405307523,70243.5964218815,74940.55346989786,1597.0,2.0,4697.0
HND,2018,95341.0,110360.9941243894,0.0767598842830921,105136.2080314558,115585.7802173231,15020.0,16.0,10450.0
HND,2019,,160545.3334975802,0.3020266847415769,150181.4143352045,170909.2526599558,,,20728.0
HND,2020,,224762.2032833855,0.9687277842203912,206201.1662573723,243323.2403093988,,,37122.0
HND,2021,,304226.4744737635,2.66126425944276,273462.2933335877,334990.6556139394,,,61528.0
HND,2022,,399607.0563131673,6.481589169758081,351595.90625488,447618.2063714546,,,96022.0
HND,2023,,510906.5194644848,14.32389633472303,439533.8494609666,582279.189468003,,,142745.0
HTI,2017,65418.0,56436.07227850279,0.07292810149371398,48724.8617013963,64147.28285560928,8982.0,14.0,15422.0
HTI,2018,68471.0,60342.67584523898,0.08080617446989802,52225.6415212967,68459.71016918129,8128.0,12.0,16234.0
HTI,2019,,64277.26059559426,0.09725008348535269,55372.54403278162,73181.9771584069,,,17809.0
HTI,2020,,68094.63303178066,0.1273268587372378,57905.54952967065,78283.71653389063,,,20378.0
HTI,2021,,71640.5153069291,0.1770005375024448,59627.21312000916,83653.81749384903,,,24027.0
HTI,2022,,74763.08000567801,0.252464866600572,60415.60146678718,89110.55854456886,,,28695.0
HTI,2023,,77324.42138542535,0.3592419560303215,60209.74722402878,94439.09554682189,,,34229.0
IND,2017,48239.0,41252.0857239684,0.08054120683226956,35237.07438000329,47267.0970679335,6987.0,14.0,12030.0
IND,2018,61334.99999999999,46319.53412338335,0.1447491677281521,38255.81444238196,54383.25380438475,15015.0,24.0,16127.0
IND,2019,,50945.87291307583,0.2643720832036436,40048.16456259655,61843.58126355511,,,21795.0
IND,2020,,54772.35435973792,0.4594479453381453,40406.03418256794,69138.67453690791,,,28733.0
IND,2021,,57525.90608227379,0.7448329090324853,39234.09055958533,75817.72160496225,,,36584.0
IND,2022,,59042.2489805693,1.125411209104058,36557.76098312627,81526.73697801234,,,44969.0
IND,2023,,59273.53095257701,1.59322018819142,32520.97477181853,86026.08713333547,,,53505.0
IRN,2017,193678.0,186349.3564370895,0.6863940150124339,147249.5820937048,225449.1307804742,7329.0,4.0,78200.0
IRN,2018,217243.0,208506.3044861137,0.7958304839747132,166404.7828673447,250607.8261048828,8737.0,4.0,84203.0
IRN,2019,,231597.4153547465,0.9888434651371387,184667.3368349579,278527.493874535,,,93860.0
IRN,2020,,254915.1840153827,1.3033607827336,201036.1461799553,308794.2218508102,,,107758.0
IRN,2021,,277726.1387301105,1.783269688407879,214703.5815835393,340748.6958766817,,,126045.0
IRN,2022,,299308.7580702319,2.47527161608774,225058.334095849,373559.1820446149,,,148501.0
IRN,2023,,318989.6026584941,3.424471417415321,231655.4160489252,406323.7892680631,,,174668.0
IRQ,2017,635125.0,923213.9268222174,1.000055761968077,-140610.5171862642,1987038.370830699,288089.0,45.0,2127649.0
IRQ,2018,628999.0,923213.9269194,1.000055761968077,-140610.5170890816,1987038.370927882,294215.0,47.0,2127649.0
IRQ,2019,,923213.9270034316,1.000055761968077,-140610.51700505,1987038.371011913,,,2127649.0
